source_row_index,package,group_id,dataset_class_id,model_class_index,class_name,split
9519,com.tlr.rwlazu,com.tlr.rwlazu,4,3,Riskware,test
9551,,__missing_package_row_9551,4,3,Riskware,test
9552,rxueH.Vj.XUYY,rxueH.Vj.XUYY,4,3,Riskware,test
9560,com.afndvgbsdb.njfcjvdflbn,com.afndvgbsdb.njfcjvdflbn,4,3,Riskware,test
9579,air.com.kellzb.cutecheer,air.com.kellzb.cutecheer,4,3,Riskware,test
9608,com.pqcuwft.abkmyqhrx,com.pqcuwft.abkmyqhrx,4,3,Riskware,test
9638,com.passerby.sluggish.liquid,com.passerby.sluggish.liquid,4,3,Riskware,test
9661,com.ntad.ntes,com.ntad.ntes,4,3,Riskware,test
9666,com.rbrshg.bdxsivpp,com.rbrshg.bdxsivpp,4,3,Riskware,test
9668,itcqy.vpy.wep.zigabj,itcqy.vpy.wep.zigabj,4,3,Riskware,test
9681,twz.yygame.A080002A01,twz.yygame.A080002A01,4,3,Riskware,test
9684,biz.fyxvxwvypyrbyi.dutydriverfree,biz.fyxvxwvypyrbyi.dutydriverfree,4,3,Riskware,test
9689,s.liu.liang,s.liu.liang,4,3,Riskware,test
9698,net.rqalvmmkvqian.solitaire,net.rqalvmmkvqian.solitaire,4,3,Riskware,test
9712,com.tueeku.ldgxdllc,com.tueeku.ldgxdllc,4,3,Riskware,test
9726,com.rlr.nnfazr,com.rlr.nnfazr,4,3,Riskware,test
9748,eu.kyxtjdhqgvxuv.bredusy,eu.kyxtjdhqgvxuv.bredusy,4,3,Riskware,test
9775,com.whatever.driver.forget.whatever.knife.model,com.whatever.driver.forget.whatever.knife.model,4,3,Riskware,test
0,com.asdjklqw.echovox,com.asdjklqw.echovox,1,0,Adware,train
2,com.androidemu.harvezhongdong,com.androidemu.harvezhongdong,1,0,Adware,train
3,com.fcmm,com.fcmm,1,0,Adware,train
6,net.hidroid.hisurfing,net.hidroid.hisurfing,1,0,Adware,train
7,com.evilsunflower.reader.evilYingyou,com.evilsunflower.reader.evilYingyou,1,0,Adware,train
8,cn.ming.renpin,cn.ming.renpin,1,0,Adware,train
9,wyjwobei.mouse,wyjwobei.mouse,1,0,Adware,train
10,com.example.suishoukan,com.example.suishoukan,1,0,Adware,train
11,com.htcheng.bingdict,com.htcheng.bingdict,1,0,Adware,train
14,com.wb.olock20131020001967,com.wb.olock20131020001967,1,0,Adware,train
15,com.pgcandroidtools.getwifi,com.pgcandroidtools.getwifi,1,0,Adware,train
17,huanghaitong.game.shuiguolianliankan,huanghaitong.game.shuiguolianliankan,1,0,Adware,train
18,funny.photo,funny.photo,1,0,Adware,train
19,com.nimeishouyou.kkvfjnvdjfvdfvjdgz10,com.nimeishouyou.kkvfjnvdjfvdfvjdgz10,1,0,Adware,train
20,com.kelphy3.chinesechess,com.kelphy3.chinesechess,1,0,Adware,train
23,cn.nptuv.bceijk13789.spool,cn.nptuv.bceijk13789.spool,1,0,Adware,train
25,cn.com.xiaol.livewallpaper.yedianmn,cn.com.xiaol.livewallpaper.yedianmn,1,0,Adware,train
28,com.dangerb.pedometer,com.dangerb.pedometer,1,0,Adware,train
30,org.kaqrmwj.osaeraeofpcl,org.kaqrmwj.osaeraeofpcl,1,0,Adware,train
32,com.wb.hlock20131215002514,com.wb.hlock20131215002514,1,0,Adware,train
36,com.gp.paopaoyu,com.gp.paopaoyu,1,0,Adware,train
40,com.kandian.vodapp,com.kandian.vodapp,1,0,Adware,train
42,com.app4ever.book.zemao,com.app4ever.book.zemao,1,0,Adware,train
43,com.fisher.union.voicenotify,com.fisher.union.voicenotify,1,0,Adware,train
46,com.android.mmreader872,com.android.mmreader872,1,0,Adware,train
49,com.greensoft.JingJiShiYongNan,com.greensoft.JingJiShiYongNan,1,0,Adware,train
50,com.example.off_line_read,com.example.off_line_read,1,0,Adware,train
52,com.dobi.dgalley237,com.dobi.dgalley237,1,0,Adware,train
53,com.wyf.gps3,com.wyf.gps3,1,0,Adware,train
54,com.topteam.flashlight,com.topteam.flashlight,1,0,Adware,train
55,com.fywork.summer,com.fywork.summer,1,0,Adware,train
56,com.sy.activity,com.sy.activity,1,0,Adware,train
63,com.example.welcometiq,com.example.welcometiq,1,0,Adware,train
66,com.fdbfgy.xnbggqw.szdsdfs,com.fdbfgy.xnbggqw.szdsdfs,1,0,Adware,train
68,lMaUZt.mKpCH.dtpav,lMaUZt.mKpCH.dtpav,1,0,Adware,train
69,com.sg.em.threefight,com.sg.em.threefight,1,0,Adware,train
71,com.jeef.WifiAssistant,com.jeef.WifiAssistant,1,0,Adware,train
75,com.ccy.android.onekeyclean,com.ccy.android.onekeyclean,1,0,Adware,train
78,com.android.mmreader641,com.android.mmreader641,1,0,Adware,train
80,com.light.ddp3,com.light.ddp3,1,0,Adware,train
83,com.kok.shuiguoji,com.kok.shuiguoji,1,0,Adware,train
89,com.sproutim.android.train,com.sproutim.android.train,1,0,Adware,train
91,movecont2.musicfo13gold,movecont2.musicfo13gold,1,0,Adware,train
93,com.mobi.screensaver.XMSP10,com.mobi.screensaver.XMSP10,1,0,Adware,train
94,tal.android.Puzzle,tal.android.Puzzle,1,0,Adware,train
95,com.android.mmreader439,com.android.mmreader439,1,0,Adware,train
97,com.money.xgmv,com.money.xgmv,1,0,Adware,train
100,com.android.mmreader868,com.android.mmreader868,1,0,Adware,train
101,app.wb.ps.bz20130514000415,app.wb.ps.bz20130514000415,1,0,Adware,train
102,com.zhangchao.cgamcs.sunnyapp,com.zhangchao.cgamcs.sunnyapp,1,0,Adware,train
104,com.shajia.dainishuo,com.shajia.dainishuo,1,0,Adware,train
111,com.androidemu.harvekuaida3.swnosign,com.androidemu.harvekuaida3.swnosign,1,0,Adware,train
112,com.kait.shijieshangxiawuqiannian,com.kait.shijieshangxiawuqiannian,1,0,Adware,train
113,com.mobi.livewallpaper.xph2new,com.mobi.livewallpaper.xph2new,1,0,Adware,train
116,com.dobi.hasten332,com.dobi.hasten332,1,0,Adware,train
117,com.android.mmreader493,com.android.mmreader493,1,0,Adware,train
118,com.android.mmreader255,com.android.mmreader255,1,0,Adware,train
119,com.android.mmreader2015,com.android.mmreader2015,1,0,Adware,train
120,bubei.tingshu,bubei.tingshu,1,0,Adware,train
121,com.tim.apps.mockgps,com.tim.apps.mockgps,1,0,Adware,train
122,com.gzlapp.reader,com.gzlapp.reader,1,0,Adware,train
123,Lock.you.com,Lock.you.com,1,0,Adware,train
125,,__missing_package_row_125,1,0,Adware,train
130,com.android.mmreader345,com.android.mmreader345,1,0,Adware,train
134,com.kait.brainteasers,com.kait.brainteasers,1,0,Adware,train
135,com.anzhi.qsjianfei,com.anzhi.qsjianfei,1,0,Adware,train
137,com.android.mmreader465,com.android.mmreader465,1,0,Adware,train
139,com.android.mmreader283,com.android.mmreader283,1,0,Adware,train
140,com.mobi.screensaver.qpqx,com.mobi.screensaver.qpqx,1,0,Adware,train
141,com.zhly.study,com.zhly.study,1,0,Adware,train
142,com.colorme.game.yxey,com.colorme.game.yxey,1,0,Adware,train
143,com.colorme.game.yiqizhaobieniuqq,com.colorme.game.yiqizhaobieniuqq,1,0,Adware,train
144,com.android.eagel.magicteach,com.android.eagel.magicteach,1,0,Adware,train
146,com.dseffects.xvbmwetyioa,com.dseffects.xvbmwetyioa,1,0,Adware,train
149,com.baowa.gaoxiaorenshi,com.baowa.gaoxiaorenshi,1,0,Adware,train
153,sid.destiny,sid.destiny,1,0,Adware,train
154,com.ypb.g,com.ypb.g,1,0,Adware,train
155,com.mobi.livewallpaper.bbxy3,com.mobi.livewallpaper.bbxy3,1,0,Adware,train
156,com.example.com.samsung.srctj,com.example.com.samsung.srctj,1,0,Adware,train
157,com.greensoft.whlOuMeiShuaiGe,com.greensoft.whlOuMeiShuaiGe,1,0,Adware,train
159,com.mogo.media,com.mogo.media,1,0,Adware,train
161,com.gpsquanqiou.signs,com.gpsquanqiou.signs,1,0,Adware,train
164,com.androidemu.harvemaoxiandao4.swnewnewsign,com.androidemu.harvemaoxiandao4.swnewnewsign,1,0,Adware,train
165,com.androidemu.kaizhang.sanguozhi2,com.androidemu.kaizhang.sanguozhi2,1,0,Adware,train
167,com.androidemu.harvechise.swnewsign,com.androidemu.harvechise.swnewsign,1,0,Adware,train
168,cn.bighead.livewallpaper.dongman124,cn.bighead.livewallpaper.dongman124,1,0,Adware,train
170,cn.com.gw.livewallpaper_yct,cn.com.gw.livewallpaper_yct,1,0,Adware,train
171,com.windrey.gfvc,com.windrey.gfvc,1,0,Adware,train
172,com.android.mmreader590,com.android.mmreader590,1,0,Adware,train
176,com.dobi.dgalley242,com.dobi.dgalley242,1,0,Adware,train
177,com.android.mmreader515,com.android.mmreader515,1,0,Adware,train
178,com.wangyh.book.meinvzhuchi,com.wangyh.book.meinvzhuchi,1,0,Adware,train
179,ps.wb.music20130401002969,ps.wb.music20130401002969,1,0,Adware,train
184,com.qimikeji.zhuan,com.qimikeji.zhuan,1,0,Adware,train
185,ps.wb.music20130407002986,ps.wb.music20130407002986,1,0,Adware,train
187,com.android.mmreader28,com.android.mmreader28,1,0,Adware,train
190,com.gp.solitaire,com.gp.solitaire,1,0,Adware,train
191,com.gp.geekadoo,com.gp.geekadoo,1,0,Adware,train
192,zhiwu.dazhanhaichong.chone,zhiwu.dazhanhaichong.chone,1,0,Adware,train
193,com.p.wallpaper.c57,com.p.wallpaper.c57,1,0,Adware,train
196,cn.zilin.library.food.ui,cn.zilin.library.food.ui,1,0,Adware,train
197,shoujidianshi.duopool.mianfie,shoujidianshi.duopool.mianfie,1,0,Adware,train
200,com.dandaner.jamjam,com.dandaner.jamjam,1,0,Adware,train
201,com.hao.zwyouhuadashic,com.hao.zwyouhuadashic,1,0,Adware,train
202,com.android.mmreader460,com.android.mmreader460,1,0,Adware,train
203,com.jeef.AlongYou,com.jeef.AlongYou,1,0,Adware,train
206,com.qukantuv2.app,com.qukantuv2.app,1,0,Adware,train
211,com.muzhiwan.gamehelper.memorymanagerkk,com.muzhiwan.gamehelper.memorymanagerkk,1,0,Adware,train
212,ps.wb.csppxx.lock0011,ps.wb.csppxx.lock0011,1,0,Adware,train
213,com.roy.AndroidBoom,com.roy.AndroidBoom,1,0,Adware,train
217,com.mobi.screensaver.mengxiaoxi,com.mobi.screensaver.mengxiaoxi,1,0,Adware,train
224,com.wyf.quwen3,com.wyf.quwen3,1,0,Adware,train
225,com.youcheng.hoax,com.youcheng.hoax,1,0,Adware,train
226,org.notnm.bcdicb12710.plant,org.notnm.bcdicb12710.plant,1,0,Adware,train
228,com.android.myfwtrain,com.android.myfwtrain,1,0,Adware,train
230,com.root.android.safety,com.root.android.safety,1,0,Adware,train
232,mobile.app176,mobile.app176,1,0,Adware,train
234,com.gp.monolith,com.gp.monolith,1,0,Adware,train
240,wxjb.sophycangjingkong,wxjb.sophycangjingkong,1,0,Adware,train
242,com.android.mmreader1440,com.android.mmreader1440,1,0,Adware,train
245,com.rp.screensaver.ysjqr2,com.rp.screensaver.ysjqr2,1,0,Adware,train
246,movecont2.musichuangmeixi,movecont2.musichuangmeixi,1,0,Adware,train
251,com.kemi.telephony.activity,com.kemi.telephony.activity,1,0,Adware,train
253,ygc.flower.yxb.activity,ygc.flower.yxb.activity,1,0,Adware,train
255,com.android.mmreader477,com.android.mmreader477,1,0,Adware,train
257,com.androidemu.harvehundouluo30,com.androidemu.harvehundouluo30,1,0,Adware,train
259,googlems.rescuedog,googlems.rescuedog,1,0,Adware,train
260,com.zhuaz.shoushencaodq,com.zhuaz.shoushencaodq,1,0,Adware,train
261,net.yebaihe.bizhim902,net.yebaihe.bizhim902,1,0,Adware,train
263,com.bizhi.wallpaperslideshow,com.bizhi.wallpaperslideshow,1,0,Adware,train
264,com.music.yinyuesuishenting,com.music.yinyuesuishenting,1,0,Adware,train
269,newgame.xmlbx2016,newgame.xmlbx2016,1,0,Adware,train
272,com.gp.search,com.gp.search,1,0,Adware,train
276,com.game.forces,com.game.forces,1,0,Adware,train
277,com.task.manager.root,com.task.manager.root,1,0,Adware,train
278,com.shirley.morytest,com.shirley.morytest,1,0,Adware,train
279,com.android.mmreader834,com.android.mmreader834,1,0,Adware,train
281,com.android.mmreader867,com.android.mmreader867,1,0,Adware,train
282,com.livegame.wallpaperjiguang,com.livegame.wallpaperjiguang,1,0,Adware,train
284,org.kman.nnbvvccxz,org.kman.nnbvvccxz,1,0,Adware,train
285,com.dooqu.android.ledbanner,com.dooqu.android.ledbanner,1,0,Adware,train
287,com.japanese,com.japanese,1,0,Adware,train
288,com.duan.jianti,com.duan.jianti,1,0,Adware,train
294,com.android.mmreader689,com.android.mmreader689,1,0,Adware,train
299,com.pickwifi,com.pickwifi,1,0,Adware,train
300,com.keedor.app.translator.zhcnko,com.keedor.app.translator.zhcnko,1,0,Adware,train
301,com.shere.assistivetouch.holo,com.shere.assistivetouch.holo,1,0,Adware,train
303,com.livegame.rss,com.livegame.rss,1,0,Adware,train
304,com.shirley.livewallpaper.sea,com.shirley.livewallpaper.sea,1,0,Adware,train
306,com.michael.landlords,com.michael.landlords,1,0,Adware,train
309,googleanzhi.zerohourelection,googleanzhi.zerohourelection,1,0,Adware,train
310,com.oyell.mayi,com.oyell.mayi,1,0,Adware,train
313,com.colorme.game.binishuishangshijie,com.colorme.game.binishuishangshijie,1,0,Adware,train
316,com.mobi.livewallpaper.dyynh6,com.mobi.livewallpaper.dyynh6,1,0,Adware,train
318,com.iym.leyuan,com.iym.leyuan,1,0,Adware,train
323,com.colorme.game.tuqiuzhanshi,com.colorme.game.tuqiuzhanshi,1,0,Adware,train
324,net.hidroid.hiapn.cn,net.hidroid.hiapn.cn,1,0,Adware,train
325,com.metre.zqw,com.metre.zqw,1,0,Adware,train
326,com.yyb.laorenyuhai,com.yyb.laorenyuhai,1,0,Adware,train
327,com.xingai100,com.xingai100,1,0,Adware,train
328,com.lmq.qsj,com.lmq.qsj,1,0,Adware,train
330,com.nompq.bcdbef12034.animal,com.nompq.bcdbef12034.animal,1,0,Adware,train
331,itaogame.imgapp23,itaogame.imgapp23,1,0,Adware,train
333,googleanzhi.dinosaurruns,googleanzhi.dinosaurruns,1,0,Adware,train
334,com.android.mmreader705,com.android.mmreader705,1,0,Adware,train
335,cn.com.nommv.bcdbbk12009.bee,cn.com.nommv.bcdbbk12009.bee,1,0,Adware,train
337,com.just521.mydraw,com.just521.mydraw,1,0,Adware,train
340,com.gamevisa8.fish,com.gamevisa8.fish,1,0,Adware,train
341,com.ts.ysxs,com.ts.ysxs,1,0,Adware,train
344,com.android.mmreader282,com.android.mmreader282,1,0,Adware,train
346,com.androidemu.bawangdedalu,com.androidemu.bawangdedalu,1,0,Adware,train
348,com.android.mmreader762,com.android.mmreader762,1,0,Adware,train
349,org.openintents.filemanager,org.openintents.filemanager,1,0,Adware,train
350,cn.hongxiu.singlebook105496,cn.hongxiu.singlebook105496,1,0,Adware,train
352,com.dobi.dgalley240,com.dobi.dgalley240,1,0,Adware,train
355,com.simple.graduate,com.simple.graduate,1,0,Adware,train
358,com.battery.monkey.ui,com.battery.monkey.ui,1,0,Adware,train
359,com.wuzi.bysc,com.wuzi.bysc,1,0,Adware,train
366,ps.wb.csppxx.lock20130412003167,ps.wb.csppxx.lock20130412003167,1,0,Adware,train
368,com.feng.wuiTicket,com.feng.wuiTicket,1,0,Adware,train
370,com.mm.ph,com.mm.ph,1,0,Adware,train
371,com.android.mmreader552,com.android.mmreader552,1,0,Adware,train
373,com.android.mmreader147,com.android.mmreader147,1,0,Adware,train
376,com.coderet.buddhasay,com.coderet.buddhasay,1,0,Adware,train
377,com.wyf.zousizi,com.wyf.zousizi,1,0,Adware,train
378,com.vaniship.tools.adsltool,com.vaniship.tools.adsltool,1,0,Adware,train
379,com.andoop.finger,com.andoop.finger,1,0,Adware,train
390,cn.com.lw.LSD_04_gun,cn.com.lw.LSD_04_gun,1,0,Adware,train
391,org.youdian.ebook.sample,org.youdian.ebook.sample,1,0,Adware,train
393,cn.yqzq.zqb,cn.yqzq.zqb,1,0,Adware,train
394,sunkay.BookLianchengjue,sunkay.BookLianchengjue,1,0,Adware,train
397,com.rewe.yterty,com.rewe.yterty,1,0,Adware,train
400,com.sh.xiaohua,com.sh.xiaohua,1,0,Adware,train
402,com.HSBapp.Renjiguanxi,com.HSBapp.Renjiguanxi,1,0,Adware,train
403,com.ss.ophone.chapter4_4,com.ss.ophone.chapter4_4,1,0,Adware,train
405,com.mobi.screensaver.mdn7,com.mobi.screensaver.mdn7,1,0,Adware,train
412,com.monkeytouchs.game.zombiesboss,com.monkeytouchs.game.zombiesboss,1,0,Adware,train
413,com.wangyh.android.changewallpager2,com.wangyh.android.changewallpager2,1,0,Adware,train
415,com.moving.microphone.charg,com.moving.microphone.charg,1,0,Adware,train
416,com.demon.xiaohua.app.view,com.demon.xiaohua.app.view,1,0,Adware,train
421,com.android.mmreader678,com.android.mmreader678,1,0,Adware,train
422,com.example.yujiyi,com.example.yujiyi,1,0,Adware,train
423,com.androidemu.harvehundouluo30.ssswnosign,com.androidemu.harvehundouluo30.ssswnosign,1,0,Adware,train
426,com.gzl.startluck,com.gzl.startluck,1,0,Adware,train
428,com.mobi.screensaver.tsj8,com.mobi.screensaver.tsj8,1,0,Adware,train
429,itaogame.imgapp27,itaogame.imgapp27,1,0,Adware,train
430,com.yanqing.xiaoshuo.wusuixuantian,com.yanqing.xiaoshuo.wusuixuantian,1,0,Adware,train
433,com.finker.wolfgirl,com.finker.wolfgirl,1,0,Adware,train
436,com.RunnerGames.game.Jesgtingche,com.RunnerGames.game.Jesgtingche,1,0,Adware,train
438,com.wrr.yjcw,com.wrr.yjcw,1,0,Adware,train
439,com.android.mmreader878,com.android.mmreader878,1,0,Adware,train
442,app.wb.ps.bz20121031001896,app.wb.ps.bz20121031001896,1,0,Adware,train
446,com.wei.and.third.chess.chall,com.wei.and.third.chess.chall,1,0,Adware,train
449,com.sjsd.yisan.ttkphlxxgq,com.sjsd.yisan.ttkphlxxgq,1,0,Adware,train
451,com.android.mmreader142,com.android.mmreader142,1,0,Adware,train
452,com.android.mmreader1075,com.android.mmreader1075,1,0,Adware,train
460,com.zzz.xhzq,com.zzz.xhzq,1,0,Adware,train
463,tud.nfnpelo.jedbrij,tud.nfnpelo.jedbrij,1,0,Adware,train
464,liuyaokun.game.jumpdino,liuyaokun.game.jumpdino,1,0,Adware,train
466,com.android.lzy.ringcut,com.android.lzy.ringcut,1,0,Adware,train
468,com.mobi.livewallpaper.fzlzy2,com.mobi.livewallpaper.fzlzy2,1,0,Adware,train
471,com.nkjmaeg,com.nkjmaeg,1,0,Adware,train
473,com.android.kmax.noisecheck,com.android.kmax.noisecheck,1,0,Adware,train
474,com.wallpaper.beatuygirl,com.wallpaper.beatuygirl,1,0,Adware,train
475,com.android.mmreader294,com.android.mmreader294,1,0,Adware,train
477,com.zhw.zb.ttkpaof,com.zhw.zb.ttkpaof,1,0,Adware,train
478,cn.zn.mymagic,cn.zn.mymagic,1,0,Adware,train
481,exam.driver,exam.driver,1,0,Adware,train
483,cn.album.emi.ishikawa,cn.album.emi.ishikawa,1,0,Adware,train
486,com.android.mmreader659,com.android.mmreader659,1,0,Adware,train
488,com.qilesoft.en.pword4,com.qilesoft.en.pword4,1,0,Adware,train
490,com.chenai.eyes,com.chenai.eyes,1,0,Adware,train
491,com.whzy.gps.search.name,com.whzy.gps.search.name,1,0,Adware,train
494,com.androidemu.harvekuaida1,com.androidemu.harvekuaida1,1,0,Adware,train
497,googlems.nursekiss,googlems.nursekiss,1,0,Adware,train
498,com.UC.imusic,com.UC.imusic,1,0,Adware,train
500,com.android.mmreader745,com.android.mmreader745,1,0,Adware,train
505,com.eastapp.spiderman,com.eastapp.spiderman,1,0,Adware,train
506,com.livegame.wallpapershuizeguan,com.livegame.wallpapershuizeguan,1,0,Adware,train
507,com.rao.love.yy.zhajinhua,com.rao.love.yy.zhajinhua,1,0,Adware,train
510,com.android.mmreader1055,com.android.mmreader1055,1,0,Adware,train
511,ren.xiaoniaolianliankan09,ren.xiaoniaolianliankan09,1,0,Adware,train
512,com.feifei.game.plane,com.feifei.game.plane,1,0,Adware,train
513,com.android.mmreader54,com.android.mmreader54,1,0,Adware,train
518,com.rechild.xtfvuhmokwaxrdvyhnikq,com.rechild.xtfvuhmokwaxrdvyhnikq,1,0,Adware,train
521,googlems.arrow,googlems.arrow,1,0,Adware,train
522,com.wb.olock20130715001157,com.wb.olock20130715001157,1,0,Adware,train
523,vLUgc.UbUU.nqpTdCb,vLUgc.UbUU.nqpTdCb,1,0,Adware,train
530,show.bacektballl,show.bacektballl,1,0,Adware,train
533,com.fywork.elegant,com.fywork.elegant,1,0,Adware,train
534,wabao.ETAppLoc,wabao.ETAppLoc,1,0,Adware,train
535,com.zwlxiaoxiao.appzwlxiaoxiao,com.zwlxiaoxiao.appzwlxiaoxiao,1,0,Adware,train
537,siji.dancitong,siji.dancitong,1,0,Adware,train
538,com.example.mystopwatch,com.example.mystopwatch,1,0,Adware,train
540,lzk.car.sric.android,lzk.car.sric.android,1,0,Adware,train
541,com.sostation.size,com.sostation.size,1,0,Adware,train
545,your.pack.namespace,your.pack.namespace,1,0,Adware,train
548,com.colorme.game.Presidentrafer,com.colorme.game.Presidentrafer,1,0,Adware,train
550,com.wangwei.tblianliankan,com.wangwei.tblianliankan,1,0,Adware,train
551,com.shirley.livewallpaper.shangmai,com.shirley.livewallpaper.shangmai,1,0,Adware,train
554,com.gp.jewels,com.gp.jewels,1,0,Adware,train
555,com.weiliang.rhythm,com.weiliang.rhythm,1,0,Adware,train
557,com.android.mmreader586,com.android.mmreader586,1,0,Adware,train
559,com.roamingsoft.manager,com.roamingsoft.manager,1,0,Adware,train
560,dangcidian.model,dangcidian.model,1,0,Adware,train
561,xw.hh.food02,xw.hh.food02,1,0,Adware,train
562,com.sllyj.rtglzz,com.sllyj.rtglzz,1,0,Adware,train
563,com.chenchel.A120404_camera2,com.chenchel.A120404_camera2,1,0,Adware,train
567,com.godtt.yisan.hlxxgqkpzs,com.godtt.yisan.hlxxgqkpzs,1,0,Adware,train
568,loading.javasamples,loading.javasamples,1,0,Adware,train
570,com.mobi.livewallpaper.panda6,com.mobi.livewallpaper.panda6,1,0,Adware,train
571,com.cn.philzhu.www.ddz,com.cn.philzhu.www.ddz,1,0,Adware,train
572,com.wk.fc.activity,com.wk.fc.activity,1,0,Adware,train
573,com.sysapk.wifibooster,com.sysapk.wifibooster,1,0,Adware,train
575,com.rao.flyfish.shakeboobs,com.rao.flyfish.shakeboobs,1,0,Adware,train
576,googlems.madpullingtoiletpaper,googlems.madpullingtoiletpaper,1,0,Adware,train
580,k.microcells.lotuswallpaper1,k.microcells.lotuswallpaper1,1,0,Adware,train
583,com.cn.baoyi.fairytale,com.cn.baoyi.fairytale,1,0,Adware,train
585,com.idiom.jp,com.idiom.jp,1,0,Adware,train
590,com.mobi.screensaver.JDBH8,com.mobi.screensaver.JDBH8,1,0,Adware,train
591,app.wb.ps.bz20130122002586,app.wb.ps.bz20130122002586,1,0,Adware,train
597,org.xhj.rennipeng,org.xhj.rennipeng,1,0,Adware,train
599,com.huahua.test,com.huahua.test,1,0,Adware,train
600,cn.hosy.simkawang,cn.hosy.simkawang,1,0,Adware,train
604,com.shirley.pingtu.babypin1,com.shirley.pingtu.babypin1,1,0,Adware,train
606,com.android.mmreader1185,com.android.mmreader1185,1,0,Adware,train
607,com.androidemu.harvexueren,com.androidemu.harvexueren,1,0,Adware,train
614,googleanzhi.summergames,googleanzhi.summergames,1,0,Adware,train
619,ps.wb.music20130509000344,ps.wb.music20130509000344,1,0,Adware,train
621,com.zzci.FlashLighter,com.zzci.FlashLighter,1,0,Adware,train
622,fl.activity,fl.activity,1,0,Adware,train
623,com.android.mmreader412,com.android.mmreader412,1,0,Adware,train
625,com.mobi.screensaver.mqhanban10,com.mobi.screensaver.mqhanban10,1,0,Adware,train
626,com.cosina.game.activity,com.cosina.game.activity,1,0,Adware,train
627,cn.hiuming.killfly,cn.hiuming.killfly,1,0,Adware,train
628,com.linwinx.dailyword,com.linwinx.dailyword,1,0,Adware,train
630,com.android.mmreader409,com.android.mmreader409,1,0,Adware,train
632,com.everdow,com.everdow,1,0,Adware,train
633,bps.search,bps.search,1,0,Adware,train
635,com.dooqumobile.xinhua,com.dooqumobile.xinhua,1,0,Adware,train
640,ps.wb.music20131020001963,ps.wb.music20131020001963,1,0,Adware,train
642,itaogame.imgapp14,itaogame.imgapp14,1,0,Adware,train
646,com.androidbox.g9lwkdxfcnadm,com.androidbox.g9lwkdxfcnadm,1,0,Adware,train
647,com.hao.iphoneQ.client,com.hao.iphoneQ.client,1,0,Adware,train
649,cn.hongxiu.singlebook79504,cn.hongxiu.singlebook79504,1,0,Adware,train
650,com.aj.kjsx,com.aj.kjsx,1,0,Adware,train
651,com.virsir.android.atrain,com.virsir.android.atrain,1,0,Adware,train
653,com.knightli.book.jokebookseries.m1,com.knightli.book.jokebookseries.m1,1,0,Adware,train
657,com.hotty.fslshow,com.hotty.fslshow,1,0,Adware,train
659,com.zzz.wnts,com.zzz.wnts,1,0,Adware,train
662,ps.wb.music20130520000524,ps.wb.music20130520000524,1,0,Adware,train
664,cn.com.lw.LSD_01_fox,cn.com.lw.LSD_01_fox,1,0,Adware,train
666,cn.hongxiu.singlebook254995,cn.hongxiu.singlebook254995,1,0,Adware,train
669,com.tztl.tdtq.kbscrb,com.tztl.tdtq.kbscrb,1,0,Adware,train
673,com.androidemu.harvesongshuzz.swnosign.sign,com.androidemu.harvesongshuzz.swnosign.sign,1,0,Adware,train
675,com.haily.accountrecorder,com.haily.accountrecorder,1,0,Adware,train
678,com.zhang.game.broken,com.zhang.game.broken,1,0,Adware,train
685,googleanzhi.kissmouth,googleanzhi.kissmouth,1,0,Adware,train
687,com.android.mmreader1063,com.android.mmreader1063,1,0,Adware,train
689,com.mogo.chongwullk,com.mogo.chongwullk,1,0,Adware,train
690,com.mango.flashlight,com.mango.flashlight,1,0,Adware,train
691,com.scdqs.camera,com.scdqs.camera,1,0,Adware,train
693,sunkay.BookFanZuiXinLiXue,sunkay.BookFanZuiXinLiXue,1,0,Adware,train
695,com.gemcot.lock,com.gemcot.lock,1,0,Adware,train
696,com.htcheng.jbook,com.htcheng.jbook,1,0,Adware,train
697,get.tel.info,get.tel.info,1,0,Adware,train
698,com.android.mmreader296,com.android.mmreader296,1,0,Adware,train
701,com.mobi.livewallpaper.lshy1,com.mobi.livewallpaper.lshy1,1,0,Adware,train
702,com.ktls.tonghuaweizao,com.ktls.tonghuaweizao,1,0,Adware,train
708,com.easy.battery.saver,com.easy.battery.saver,1,0,Adware,train
712,org.nmuop.fcbjde10823.animal,org.nmuop.fcbjde10823.animal,1,0,Adware,train
713,cn.nomnv.bcdbck12019.mobile,cn.nomnv.bcdbck12019.mobile,1,0,Adware,train
716,com.qixin.wbalanceballp,com.qixin.wbalanceballp,1,0,Adware,train
717,com.douniwaner.qqlocation,com.douniwaner.qqlocation,1,0,Adware,train
718,googleanzhi.obamasolved,googleanzhi.obamasolved,1,0,Adware,train
719,com.androidemu.harvedianjing,com.androidemu.harvedianjing,1,0,Adware,train
720,com.fhkuuej.qeam,com.fhkuuej.qeam,1,0,Adware,train
721,com.yybergeanzhi.ruhutianyi,com.yybergeanzhi.ruhutianyi,1,0,Adware,train
723,com.esatrw.rewty,com.esatrw.rewty,1,0,Adware,train
725,com.funnygames.manfart,com.funnygames.manfart,1,0,Adware,train
726,com.ADASiteMap,com.ADASiteMap,1,0,Adware,train
727,com.peter.hzbike,com.peter.hzbike,1,0,Adware,train
728,igudi.com.hanyu,igudi.com.hanyu,1,0,Adware,train
730,com.androidemu.harvemario.swnosigns,com.androidemu.harvemario.swnosigns,1,0,Adware,train
