source_row_index,package,group_id,dataset_class_id,class_name,natural_split
2798,com.google.dubest,com.google.dubest,2,Banking Malware,train
2799,com.android.tencent.zdevs.bah,com.android.tencent.zdevs.bah,2,Banking Malware,train
2800,ualvk.akdjf.gga,ualvk.akdjf.gga,2,Banking Malware,train
2801,com.sjems88.sjems99,com.sjems88.sjems99,2,Banking Malware,train
2804,com.android.systemsetting,com.android.systemsetting,2,Banking Malware,train
2805,,__missing_package_row_2805,2,Banking Malware,test
2806,org.underdev.penetratepro,org.underdev.penetratepro,2,Banking Malware,validation
2807,ehlcbbe.gjoazcwe.cvhlnw,ehlcbbe.gjoazcwe.cvhlnw,2,Banking Malware,validation
2808,vaydf.kajfgg.akdfaya,vaydf.kajfgg.akdfaya,2,Banking Malware,train
2809,com.android.systemsetting,com.android.systemsetting,2,Banking Malware,train
2810,com.nhnewbank,com.nhnewbank,2,Banking Malware,train
2811,com.mix.kr,com.mix.kr,2,Banking Malware,train
2812,com.a,com.a,2,Banking Malware,train
2813,org.underdev.penetratepro,org.underdev.penetratepro,2,Banking Malware,validation
2814,com.iqeadmcuzf.jdjgl,com.iqeadmcuzf.jdjgl,2,Banking Malware,train
2815,test.app,test.app,2,Banking Malware,train
2816,org.underdev.penetratepro,org.underdev.penetratepro,2,Banking Malware,validation
2817,com.os7.launcher.theme,com.os7.launcher.theme,2,Banking Malware,validation
2818,com.trdos.cores,com.trdos.cores,2,Banking Malware,train
2819,com.trdos.cores,com.trdos.cores,2,Banking Malware,train
2820,zzzzzz.xxxxxx.cccccc,zzzzzz.xxxxxx.cccccc,2,Banking Malware,validation
2821,com.inca.nhyundai,com.inca.nhyundai,2,Banking Malware,test
2822,c.l,c.l,2,Banking Malware,test
2823,com.android.slientinstall,com.android.slientinstall,2,Banking Malware,train
2824,com.oaAlmL.gCrziJ,com.oaAlmL.gCrziJ,2,Banking Malware,validation
2825,com.ha.abc,com.ha.abc,2,Banking Malware,test
2827,com.iqeadmcuzf.jdjgl,com.iqeadmcuzf.jdjgl,2,Banking Malware,train
2828,c.l,c.l,2,Banking Malware,test
2829,com.trdos.cores,com.trdos.cores,2,Banking Malware,train
2830,com.google.game.store,com.google.game.store,2,Banking Malware,train
2831,com.appaapps.softtoyalphabet2,com.appaapps.softtoyalphabet2,2,Banking Malware,train
2832,com.dnei32,com.dnei32,2,Banking Malware,train
2834,com.pro_new.www,com.pro_new.www,2,Banking Malware,train
2835,com.nhn.tcdvo,com.nhn.tcdvo,2,Banking Malware,validation
2836,com.games.cocos.ssaj,com.games.cocos.ssaj,2,Banking Malware,train
2837,com.oaAlmL.gCrziJ,com.oaAlmL.gCrziJ,2,Banking Malware,validation
2838,com.android.security,com.android.security,2,Banking Malware,train
2839,com.android.slientinstall,com.android.slientinstall,2,Banking Malware,train
2840,com.google.cckun,com.google.cckun,2,Banking Malware,train
2841,com.google.beasefirst,com.google.beasefirst,2,Banking Malware,test
2842,com.a,com.a,2,Banking Malware,train
2843,vidk.dkald.co,vidk.dkald.co,2,Banking Malware,train
2844,com.iPhand.FirstAid,com.iPhand.FirstAid,2,Banking Malware,train
2845,com.nh,com.nh,2,Banking Malware,test
2846,com.android.systemsetting,com.android.systemsetting,2,Banking Malware,train
2847,com.android.zert.install,com.android.zert.install,2,Banking Malware,validation
2848,com.oaAlmL.gCrziJ,com.oaAlmL.gCrziJ,2,Banking Malware,validation
2849,,__missing_package_row_2849,2,Banking Malware,train
2850,com.we.google.nhb.kr.bk.app,com.we.google.nhb.kr.bk.app,2,Banking Malware,validation
2851,ririni.niriri.view,ririni.niriri.view,2,Banking Malware,train
2852,com.kb.abc,com.kb.abc,2,Banking Malware,validation
2853,oviapps.videotrimmer,oviapps.videotrimmer,2,Banking Malware,validation
2856,,__missing_package_row_2856,2,Banking Malware,train
2857,,__missing_package_row_2857,2,Banking Malware,test
2858,yukda.kvuaiq.dkfjc,yukda.kvuaiq.dkfjc,2,Banking Malware,train
2860,,__missing_package_row_2860,2,Banking Malware,train
2861,com.trdos.cores,com.trdos.cores,2,Banking Malware,train
2862,com.android.market,com.android.market,2,Banking Malware,test
2863,bsvu.dkfj.gvss,bsvu.dkfj.gvss,2,Banking Malware,train
2864,com.inca.nhyundai,com.inca.nhyundai,2,Banking Malware,test
2866,com.mbb.akdi,com.mbb.akdi,2,Banking Malware,test
2867,,__missing_package_row_2867,2,Banking Malware,train
2868,com.manicapps.sevendiamonds,com.manicapps.sevendiamonds,2,Banking Malware,test
2869,com.a,com.a,2,Banking Malware,train
2870,wlmradybbih.qapmyfitm.mritnhai,wlmradybbih.qapmyfitm.mritnhai,2,Banking Malware,test
2871,com.wrtjfqll.kr,com.wrtjfqll.kr,2,Banking Malware,train
2872,com.android.security,com.android.security,2,Banking Malware,train
2873,com.bull88.bull99,com.bull88.bull99,2,Banking Malware,train
2874,air.com.aceviral.mutantfightingcup2.store,air.com.aceviral.mutantfightingcup2.store,2,Banking Malware,train
2875,com.sh.abc,com.sh.abc,2,Banking Malware,test
2876,com.android.Mzgrr,com.android.Mzgrr,2,Banking Malware,train
2877,com.trdos.cores,com.trdos.cores,2,Banking Malware,train
2878,com.a,com.a,2,Banking Malware,train
2879,com.blueium.mybay,com.blueium.mybay,2,Banking Malware,validation
2880,com.trdos.cores,com.trdos.cores,2,Banking Malware,train
2881,com.totquf.kr,com.totquf.kr,2,Banking Malware,train
2882,,__missing_package_row_2882,2,Banking Malware,validation
2883,com.kb.abc,com.kb.abc,2,Banking Malware,validation
2884,com.mbb.akdi,com.mbb.akdi,2,Banking Malware,test
2885,com.android.slientinstall,com.android.slientinstall,2,Banking Malware,train
2886,com.tJ3t02.vxu36A,com.tJ3t02.vxu36A,2,Banking Malware,train
2887,com.systemsecurity6.gms,com.systemsecurity6.gms,2,Banking Malware,train
2888,com.vivaclao.syncservice,com.vivaclao.syncservice,2,Banking Malware,train
2889,com.example.helloworld,com.example.helloworld,2,Banking Malware,validation
2890,com.dfoe.dfodf,com.dfoe.dfodf,2,Banking Malware,test
2891,com.tamim.xmodclash,com.tamim.xmodclash,2,Banking Malware,train
2892,avdmt.wiadf.vhad,avdmt.wiadf.vhad,2,Banking Malware,train
2893,com.android.security,com.android.security,2,Banking Malware,train
2894,com.mix.kr,com.mix.kr,2,Banking Malware,train
2895,bnp.gp.gen,bnp.gp.gen,2,Banking Malware,train
2896,com.vksafe,com.vksafe,2,Banking Malware,train
2897,com.sh.abc,com.sh.abc,2,Banking Malware,test
2898,zymesp.nyzdal.bbyyjp,zymesp.nyzdal.bbyyjp,2,Banking Malware,train
2899,com.android.market,com.android.market,2,Banking Malware,test
2900,com.iqeadmcuzf.jdjgl,com.iqeadmcuzf.jdjgl,2,Banking Malware,train
2901,com.xinhannewbank,com.xinhannewbank,2,Banking Malware,train
2902,,__missing_package_row_2902,2,Banking Malware,train
2903,com.dooblou.SECuRETLiveStream,com.dooblou.SECuRETLiveStream,2,Banking Malware,test
2904,com.avast.android.antitheft_setup,com.avast.android.antitheft_setup,2,Banking Malware,test
2905,com.sh.abc,com.sh.abc,2,Banking Malware,test
2906,com.google.game.store,com.google.game.store,2,Banking Malware,train
2907,com.android.market,com.android.market,2,Banking Malware,test
2908,Cai7real.mah5Lure,Cai7real.mah5Lure,2,Banking Malware,train
2909,com.incorporateapps.whipitfree,com.incorporateapps.whipitfree,2,Banking Malware,train
2910,com.kbs.uyuyp,com.kbs.uyuyp,2,Banking Malware,validation
2911,com.cn.smsclient,com.cn.smsclient,2,Banking Malware,train
2912,njeyxfvehl.lleucgqd.hqofdr,njeyxfvehl.lleucgqd.hqofdr,2,Banking Malware,train
2913,com.ko.kor,com.ko.kor,2,Banking Malware,test
2914,,__missing_package_row_2914,2,Banking Malware,train
2915,com.ha.abc,com.ha.abc,2,Banking Malware,test
2916,com.stfds3,com.stfds3,2,Banking Malware,test
2917,com.empo001.empo002,com.empo001.empo002,2,Banking Malware,test
2918,com.android.security,com.android.security,2,Banking Malware,train
2919,com.iqeadmcuzf.jdjgl,com.iqeadmcuzf.jdjgl,2,Banking Malware,train
2920,com.oaAlmL.gCrziJ,com.oaAlmL.gCrziJ,2,Banking Malware,validation
2921,com.zhen123.za123,com.zhen123.za123,2,Banking Malware,validation
2922,,__missing_package_row_2922,2,Banking Malware,test
2924,com.vivaclao.syncservice,com.vivaclao.syncservice,2,Banking Malware,train
2925,com.android.slientinstall,com.android.slientinstall,2,Banking Malware,train
2926,com.xinhannewbank,com.xinhannewbank,2,Banking Malware,train
2927,com.a,com.a,2,Banking Malware,train
2928,com.inca.nhyundai,com.inca.nhyundai,2,Banking Malware,test
2929,com.donutgames.microbattles2,com.donutgames.microbattles2,2,Banking Malware,train
2930,com.android.slientinstall,com.android.slientinstall,2,Banking Malware,train
2931,com.android.slientinstall,com.android.slientinstall,2,Banking Malware,train
2932,com.androids.execpps296a,com.androids.execpps296a,2,Banking Malware,train
2933,com.nh.abc,com.nh.abc,2,Banking Malware,validation
2934,brqn.jknxtheuavpudn.axztaovv,brqn.jknxtheuavpudn.axztaovv,2,Banking Malware,test
2935,qfu.wfwhgkemerzo.eislrebmhmf,qfu.wfwhgkemerzo.eislrebmhmf,2,Banking Malware,validation
2936,com.crazystudio.mms7.imessager,com.crazystudio.mms7.imessager,2,Banking Malware,train
2937,,__missing_package_row_2937,2,Banking Malware,train
2938,com.bysczh.converter,com.bysczh.converter,2,Banking Malware,train
2939,com.android.market,com.android.market,2,Banking Malware,test
2940,com.dobi.dgalley302,com.dobi.dgalley302,2,Banking Malware,test
2941,ann01.ann02.view,ann01.ann02.view,2,Banking Malware,train
2942,com.android.tencent.zdevs.bah,com.android.tencent.zdevs.bah,2,Banking Malware,train
2943,vaxe.kaud.besc,vaxe.kaud.besc,2,Banking Malware,test
2944,com.A017,com.A017,2,Banking Malware,test
2945,Isexyphone_a_u1_0_2.com,Isexyphone_a_u1_0_2.com,2,Banking Malware,test
2946,com.android.security,com.android.security,2,Banking Malware,train
2947,pigu01.pigu02.view,pigu01.pigu02.view,2,Banking Malware,train
2948,,__missing_package_row_2948,2,Banking Malware,validation
2949,c.l,c.l,2,Banking Malware,test
2950,com.google.scc,com.google.scc,2,Banking Malware,test
2951,xrvremcpgmgg.fcuuwgyqjmi.akybxftyvlh,xrvremcpgmgg.fcuuwgyqjmi.akybxftyvlh,2,Banking Malware,validation
2952,com.kakastor,com.kakastor,2,Banking Malware,train
2953,com.vivaclao.syncservice,com.vivaclao.syncservice,2,Banking Malware,train
2954,com.system.log,com.system.log,2,Banking Malware,test
2955,com.android.market,com.android.market,2,Banking Malware,test
2956,com.mukubleapp.electric,com.mukubleapp.electric,2,Banking Malware,test
2957,com.bull88.bull99,com.bull88.bull99,2,Banking Malware,train
2958,com.fallentreegames.kkfsefw34fsdfdfw,com.fallentreegames.kkfsefw34fsdfdfw,2,Banking Malware,train
2959,com.datahopper.tinyture,com.datahopper.tinyture,2,Banking Malware,train
2960,com.fanta.services,com.fanta.services,2,Banking Malware,validation
2961,com.iqeadmcuzf.jdjgl,com.iqeadmcuzf.jdjgl,2,Banking Malware,train
2962,com.systemsecurity6.gms,com.systemsecurity6.gms,2,Banking Malware,train
2963,com.cao.webcamera,com.cao.webcamera,2,Banking Malware,validation
2964,crj.kdjfv.dka,crj.kdjfv.dka,2,Banking Malware,train
2965,com.android.slientinstall,com.android.slientinstall,2,Banking Malware,train
2966,com.google.game.store,com.google.game.store,2,Banking Malware,train
2967,com.android.security,com.android.security,2,Banking Malware,train
2968,eu.cbexo.measuremappro,eu.cbexo.measuremappro,2,Banking Malware,train
2969,com.dfoe.dfodf,com.dfoe.dfodf,2,Banking Malware,test
2970,com.sh.abc,com.sh.abc,2,Banking Malware,test
2971,icpnihffla.kuwutljix.lprwppd,icpnihffla.kuwutljix.lprwppd,2,Banking Malware,train
2972,com.google.game.store,com.google.game.store,2,Banking Malware,train
2973,com.uus01.uus02,com.uus01.uus02,2,Banking Malware,train
2974,com.plugin.sp.v21,com.plugin.sp.v21,2,Banking Malware,test
2975,dkaosp.droid.terbo,dkaosp.droid.terbo,2,Banking Malware,train
2976,c.l,c.l,2,Banking Malware,test
2977,com.trdos.cores,com.trdos.cores,2,Banking Malware,train
2978,com.yebigun,com.yebigun,2,Banking Malware,test
2979,com.tmznjgf1.dudtjsq5,com.tmznjgf1.dudtjsq5,2,Banking Malware,train
2980,com.clubyy.zba,com.clubyy.zba,2,Banking Malware,train
2981,c.l,c.l,2,Banking Malware,test
2982,com.ccgame.pool,com.ccgame.pool,2,Banking Malware,train
2983,com.vivaclao.syncservice,com.vivaclao.syncservice,2,Banking Malware,train
2984,,__missing_package_row_2984,2,Banking Malware,test
2985,com.mixywiqrt5.dd,com.mixywiqrt5.dd,2,Banking Malware,train
2986,kakr.bcapc.shinand.dong.apttor,kakr.bcapc.shinand.dong.apttor,2,Banking Malware,validation
2987,com.yundong.plugin,com.yundong.plugin,2,Banking Malware,train
2988,iosdkd.iodisoe.poapdo,iosdkd.iodisoe.poapdo,2,Banking Malware,train
2990,com.empo001.empo002,com.empo001.empo002,2,Banking Malware,test
2991,com.h,com.h,2,Banking Malware,train
2992,org.starsizew,org.starsizew,2,Banking Malware,train
2993,com.wr.abc,com.wr.abc,2,Banking Malware,train
2994,com.woorinewbank,com.woorinewbank,2,Banking Malware,validation
2995,com.mix.kr,com.mix.kr,2,Banking Malware,train
2996,com.zxly.assist,com.zxly.assist,2,Banking Malware,train
2997,shuejb.bmxzuj.gjozvn,shuejb.bmxzuj.gjozvn,2,Banking Malware,validation
2998,com.zhen001.zhen002,com.zhen001.zhen002,2,Banking Malware,train
2999,anzmltoane.crovjjs.bmsvhzhlh,anzmltoane.crovjjs.bmsvhzhlh,2,Banking Malware,test
3000,com.trdos.cores,com.trdos.cores,2,Banking Malware,train
3001,com.adobe.flash,com.adobe.flash,2,Banking Malware,train
3002,com.adobe.flashplayer,com.adobe.flashplayer,2,Banking Malware,test
3003,,__missing_package_row_3003,2,Banking Malware,test
3004,com.iqeadmcuzf.jdjgl,com.iqeadmcuzf.jdjgl,2,Banking Malware,train
3005,com.a,com.a,2,Banking Malware,train
3006,com.iqeadmcuzf.jdjgl,com.iqeadmcuzf.jdjgl,2,Banking Malware,train
3007,com.google.scc,com.google.scc,2,Banking Malware,test
3008,wvknbzh.mwrpxg.qpha,wvknbzh.mwrpxg.qpha,2,Banking Malware,train
3009,com.mixywgoique29.dd,com.mixywgoique29.dd,2,Banking Malware,train
3010,naonao01.naonao02.view,naonao01.naonao02.view,2,Banking Malware,train
3011,com.ybrc.net,com.ybrc.net,2,Banking Malware,train
3012,com.ko.kor,com.ko.kor,2,Banking Malware,test
3013,com.android.security,com.android.security,2,Banking Malware,train
3014,com.mix.dd,com.mix.dd,2,Banking Malware,train
3015,com.hananewbank,com.hananewbank,2,Banking Malware,test
3016,com.mix.kr,com.mix.kr,2,Banking Malware,train
3017,com.woorinewbank,com.woorinewbank,2,Banking Malware,validation
3018,com.baidu.pay3,com.baidu.pay3,2,Banking Malware,train
3019,com.android.slientinstall,com.android.slientinstall,2,Banking Malware,train
3020,com.android.market,com.android.market,2,Banking Malware,test
3021,yw.ag.nf.ax.qt,yw.ag.nf.ax.qt,2,Banking Malware,train
3022,com.gamepath.indicraft,com.gamepath.indicraft,2,Banking Malware,validation
3023,com.games.cocos.gj,com.games.cocos.gj,2,Banking Malware,train
3024,com.android.market,com.android.market,2,Banking Malware,test
3025,,__missing_package_row_3025,2,Banking Malware,train
3026,com.furof4d.pf984fu,com.furof4d.pf984fu,2,Banking Malware,train
3028,com.android.security,com.android.security,2,Banking Malware,train
3029,com.hana.google.kr.channel.korea.app,com.hana.google.kr.channel.korea.app,2,Banking Malware,train
3030,,__missing_package_row_3030,2,Banking Malware,train
3031,,__missing_package_row_3031,2,Banking Malware,validation
3032,saosp.tocopa.ecposc,saosp.tocopa.ecposc,2,Banking Malware,train
3033,com.kb.abc,com.kb.abc,2,Banking Malware,validation
3034,com.oaAlmL.gCrziJ,com.oaAlmL.gCrziJ,2,Banking Malware,validation
3035,com.dooblou.WiFiFileExplorerPRO,com.dooblou.WiFiFileExplorerPRO,2,Banking Malware,validation
3036,com.trdos.cores,com.trdos.cores,2,Banking Malware,train
3037,,__missing_package_row_3037,2,Banking Malware,validation
3038,com.example.helloworld,com.example.helloworld,2,Banking Malware,validation
3039,com.googlemobileview,com.googlemobileview,2,Banking Malware,validation
3040,com.android.security,com.android.security,2,Banking Malware,train
3041,com.example,com.example,2,Banking Malware,train
3042,auva.ybaadi.vuad,auva.ybaadi.vuad,2,Banking Malware,train
3043,,__missing_package_row_3043,2,Banking Malware,train
3044,kdkjj.kalld.alvaae,kdkjj.kalld.alvaae,2,Banking Malware,test
3045,yvzzhz.ljmpzj.pxhbvi,yvzzhz.ljmpzj.pxhbvi,2,Banking Malware,test
3047,sydychpkxqdb.vfselzotiu.mwadaftauzu,sydychpkxqdb.vfselzotiu.mwadaftauzu,2,Banking Malware,train
3048,com.device.system,com.device.system,2,Banking Malware,train
3049,zzzzzz.xxxxxx.cccccc,zzzzzz.xxxxxx.cccccc,2,Banking Malware,validation
3050,com.android.slientinstall,com.android.slientinstall,2,Banking Malware,train
3051,apxdwg.upseub.soothitd,apxdwg.upseub.soothitd,2,Banking Malware,validation
3052,com.android.Mzgrr,com.android.Mzgrr,2,Banking Malware,train
3053,dfaya.dkjvaa.kdjfha,dfaya.dkjvaa.kdjfha,2,Banking Malware,validation
3054,com.iPhand.FirstAid,com.iPhand.FirstAid,2,Banking Malware,train
3055,,__missing_package_row_3055,2,Banking Malware,test
3056,com.gameloft.android.ANMP.GloftINHM,com.gameloft.android.ANMP.GloftINHM,2,Banking Malware,train
3057,com.zhen123.za123,com.zhen123.za123,2,Banking Malware,validation
3058,com.dhfldhfl.kr,com.dhfldhfl.kr,2,Banking Malware,train
3059,com.oaAlmL.gCrziJ,com.oaAlmL.gCrziJ,2,Banking Malware,validation
3060,vfiakd.akdfjd.akdfkda,vfiakd.akdfjd.akdfkda,2,Banking Malware,train
3061,,__missing_package_row_3061,2,Banking Malware,train
3062,com.paobu.tiaosheng,com.paobu.tiaosheng,2,Banking Malware,train
3063,uemspr.ikwygybae.thhzny,uemspr.ikwygybae.thhzny,2,Banking Malware,train
3064,lalgszua.zcgqtcahaeyi.ozfmybnfxz,lalgszua.zcgqtcahaeyi.ozfmybnfxz,2,Banking Malware,train
3065,com.shinhan.three,com.shinhan.three,2,Banking Malware,train
3066,com.bull88.bull99,com.bull88.bull99,2,Banking Malware,train
3067,test.app,test.app,2,Banking Malware,train
3068,com.modded.app,com.modded.app,2,Banking Malware,train
3069,zzzzzz.xxxxxx.cccccc,zzzzzz.xxxxxx.cccccc,2,Banking Malware,validation
3070,com.ll,com.ll,2,Banking Malware,validation
3071,com.android.market,com.android.market,2,Banking Malware,test
3072,com.google.game.store,com.google.game.store,2,Banking Malware,train
3073,com.dreamtown.redpackagewya,com.dreamtown.redpackagewya,2,Banking Malware,train
3074,,__missing_package_row_3074,2,Banking Malware,train
3075,,__missing_package_row_3075,2,Banking Malware,validation
3076,ppw01.ppw02.view,ppw01.ppw02.view,2,Banking Malware,train
3077,com.google.games.stores,com.google.games.stores,2,Banking Malware,train
3078,com.lyy9898.zsz9898,com.lyy9898.zsz9898,2,Banking Malware,validation
3079,,__missing_package_row_3079,2,Banking Malware,train
3080,com.djqehowl.net,com.djqehowl.net,2,Banking Malware,validation
3081,com.ceshi010,com.ceshi010,2,Banking Malware,test
3082,me.jingqian.mix,me.jingqian.mix,2,Banking Malware,train
3083,com.android.slientinstall,com.android.slientinstall,2,Banking Malware,train
3084,vaxd.kdygua.kghvb,vaxd.kdygua.kghvb,2,Banking Malware,test
3085,org.underdev.penetratepro,org.underdev.penetratepro,2,Banking Malware,validation
3086,com.kb.abc,com.kb.abc,2,Banking Malware,validation
3087,com.bull88.bull99,com.bull88.bull99,2,Banking Malware,train
3088,com.misoxaiuduq.dd,com.misoxaiuduq.dd,2,Banking Malware,validation
3089,,__missing_package_row_3089,2,Banking Malware,test
3090,liang88.liang99.view,liang88.liang99.view,2,Banking Malware,train
3091,c.l,c.l,2,Banking Malware,test
3092,,__missing_package_row_3092,2,Banking Malware,train
3093,com.adobe.flash,com.adobe.flash,2,Banking Malware,train
3094,com.example,com.example,2,Banking Malware,train
3095,bvuayd.akdkfhg.kakvad,bvuayd.akdkfhg.kakvad,2,Banking Malware,train
3096,com.android.Mzgrr,com.android.Mzgrr,2,Banking Malware,train
3097,com.android.security,com.android.security,2,Banking Malware,train
3098,com.android.post.fsps.kr.wu.sdsi,com.android.post.fsps.kr.wu.sdsi,2,Banking Malware,validation
3099,za000.za111.view,za000.za111.view,2,Banking Malware,train
3100,com.camera.iphone,com.camera.iphone,2,Banking Malware,train
3101,com.google.android.ebk.hana.ibkb,com.google.android.ebk.hana.ibkb,2,Banking Malware,validation
3102,com.nh.abc,com.nh.abc,2,Banking Malware,validation
3103,com.nhnewbank,com.nhnewbank,2,Banking Malware,train
3104,,__missing_package_row_3104,2,Banking Malware,train
3105,com.ibk.two,com.ibk.two,2,Banking Malware,validation
3106,,__missing_package_row_3106,2,Banking Malware,validation
3107,com.vivaclao.syncservice,com.vivaclao.syncservice,2,Banking Malware,train
3108,,__missing_package_row_3108,2,Banking Malware,train
3109,com.nhnewbank,com.nhnewbank,2,Banking Malware,train
3110,com.mbb.akdi,com.mbb.akdi,2,Banking Malware,test
3111,com.shi.tcdvo,com.shi.tcdvo,2,Banking Malware,train
3112,com.oaAlmL.gCrziJ,com.oaAlmL.gCrziJ,2,Banking Malware,validation
3113,com.thaipro.photowonder,com.thaipro.photowonder,2,Banking Malware,train
3114,,__missing_package_row_3114,2,Banking Malware,test
3115,com.a,com.a,2,Banking Malware,train
3116,com.fanta.services,com.fanta.services,2,Banking Malware,validation
3117,com.google.scc,com.google.scc,2,Banking Malware,test
3118,unlock.blow.blowtounlockpro,unlock.blow.blowtounlockpro,2,Banking Malware,train
3119,com.nh.abc,com.nh.abc,2,Banking Malware,validation
3120,,__missing_package_row_3120,2,Banking Malware,train
3121,com.vivaclao.syncservice,com.vivaclao.syncservice,2,Banking Malware,train
3122,vdman.dkfi.dkuca,vdman.dkfi.dkuca,2,Banking Malware,test
3123,com.sg.installer.enhanced,com.sg.installer.enhanced,2,Banking Malware,validation
3124,,__missing_package_row_3124,2,Banking Malware,train
3125,com.psp01.psp010,com.psp01.psp010,2,Banking Malware,validation
3126,com.mma.mmb,com.mma.mmb,2,Banking Malware,train
3127,,__missing_package_row_3127,2,Banking Malware,train
3128,com.trdos.cores,com.trdos.cores,2,Banking Malware,train
3129,com.sssp,com.sssp,2,Banking Malware,test
3130,com.google.game.store,com.google.game.store,2,Banking Malware,train
3131,com.fanta.services,com.fanta.services,2,Banking Malware,validation
3132,com.ha.abc,com.ha.abc,2,Banking Malware,test
3133,com.trdos.cores,com.trdos.cores,2,Banking Malware,train
3134,edao.phone.ssoo,edao.phone.ssoo,2,Banking Malware,train
3135,com.example.callrecorder,com.example.callrecorder,2,Banking Malware,validation
3136,com.nh.abc,com.nh.abc,2,Banking Malware,validation
3137,vhwwrb.pcawjf.deszoq,vhwwrb.pcawjf.deszoq,2,Banking Malware,train
3138,quetyx.llxrkx.zsxcwd,quetyx.llxrkx.zsxcwd,2,Banking Malware,train
3139,com.android.Mzgrr,com.android.Mzgrr,2,Banking Malware,train
3140,com.mix.kr,com.mix.kr,2,Banking Malware,train
3141,com.wild.blackjack.action,com.wild.blackjack.action,2,Banking Malware,test
3142,vdkaufk.akdkida.chdlf,vdkaufk.akdkida.chdlf,2,Banking Malware,train
3143,com.zzuu,com.zzuu,2,Banking Malware,train
3144,com.a,com.a,2,Banking Malware,train
3145,com.andoid.chrm71.servic,com.andoid.chrm71.servic,2,Banking Malware,train
3146,com.h,com.h,2,Banking Malware,train
3147,com.kb.abc,com.kb.abc,2,Banking Malware,validation
3148,com.sh.abc,com.sh.abc,2,Banking Malware,test
3149,com.Tiomiym9.Potzimm9,com.Tiomiym9.Potzimm9,2,Banking Malware,train
3150,com.app.kr.google.androids.appstor,com.app.kr.google.androids.appstor,2,Banking Malware,validation
3151,com.trdos.cores,com.trdos.cores,2,Banking Malware,train
3152,,__missing_package_row_3152,2,Banking Malware,validation
3153,com.huanglechagnshufa.gsneh,com.huanglechagnshufa.gsneh,2,Banking Malware,test
3154,com.android.market,com.android.market,2,Banking Malware,test
3155,com.mix.kr,com.mix.kr,2,Banking Malware,train
3156,com.sssp,com.sssp,2,Banking Malware,test
3157,,__missing_package_row_3157,2,Banking Malware,test
3158,com.vialine.mymill,com.vialine.mymill,2,Banking Malware,test
3159,com.yybergeanzhi.qinzqwang,com.yybergeanzhi.qinzqwang,2,Banking Malware,train
3160,com.android.market,com.android.market,2,Banking Malware,test
3161,kjhjh.switchlib.act,kjhjh.switchlib.act,2,Banking Malware,train
3162,open.droik.chans,open.droik.chans,2,Banking Malware,train
3163,com.example.callrecorder,com.example.callrecorder,2,Banking Malware,validation
3164,com.vivaclao.syncservice,com.vivaclao.syncservice,2,Banking Malware,train
3165,com.zzrr88.zzrr99,com.zzrr88.zzrr99,2,Banking Malware,validation
3166,,__missing_package_row_3166,2,Banking Malware,test
3167,,__missing_package_row_3167,2,Banking Malware,train
3168,com.cao.webcamera,com.cao.webcamera,2,Banking Malware,validation
3169,com.minimonitor.blackschooner,com.minimonitor.blackschooner,2,Banking Malware,train
3170,com.yundong.plugin,com.yundong.plugin,2,Banking Malware,train
3171,,__missing_package_row_3171,2,Banking Malware,train
3172,com.android.slientinstall,com.android.slientinstall,2,Banking Malware,train
3173,com.google.game.store,com.google.game.store,2,Banking Malware,train
3174,com.example.testcallchange,com.example.testcallchange,2,Banking Malware,train
3175,com.google.game.store,com.google.game.store,2,Banking Malware,train
3176,com.oaAlmL.gCrziJ,com.oaAlmL.gCrziJ,2,Banking Malware,validation
3177,vudk.kajg.avve,vudk.kajg.avve,2,Banking Malware,test
3178,com.android.Mzgrr,com.android.Mzgrr,2,Banking Malware,train
3179,com.xinghai.sms,com.xinghai.sms,2,Banking Malware,validation
3181,com.xinhannewbank,com.xinhannewbank,2,Banking Malware,train
3182,com.a,com.a,2,Banking Malware,train
3183,com.Tiomiym9.Potzimm9,com.Tiomiym9.Potzimm9,2,Banking Malware,train
3184,quba01.quba02.view,quba01.quba02.view,2,Banking Malware,validation
3185,com.rzlojet.dwekw,com.rzlojet.dwekw,2,Banking Malware,validation
3186,com.hananewbank,com.hananewbank,2,Banking Malware,test
3187,com.android.slientinstall,com.android.slientinstall,2,Banking Malware,train
3188,com.mefsjsdekkkkkkhikuuiedgting.Solo,com.mefsjsdekkkkkkhikuuiedgting.Solo,2,Banking Malware,train
3189,com.anniezc.uqchprbksymxg,com.anniezc.uqchprbksymxg,2,Banking Malware,train
3190,net.bving.dmsnsbabpvpvoco,net.bving.dmsnsbabpvpvoco,2,Banking Malware,train
3191,lbdzuixkgp.aygbyf.thvnvugihed,lbdzuixkgp.aygbyf.thvnvugihed,2,Banking Malware,train
3192,kosp.ynqekv.swdt,kosp.ynqekv.swdt,2,Banking Malware,train
3194,com.abstdsb.demo,com.abstdsb.demo,2,Banking Malware,train
3195,com.example.ibk,com.example.ibk,2,Banking Malware,train
3196,kuswhy.ozvhcy.zxzcwp,kuswhy.ozvhcy.zxzcwp,2,Banking Malware,train
3197,com.games.cocos.ssaj,com.games.cocos.ssaj,2,Banking Malware,train
3198,com.androidbox.sgmj2net8,com.androidbox.sgmj2net8,2,Banking Malware,test
3199,c.l,c.l,2,Banking Malware,test
3200,com.android.security,com.android.security,2,Banking Malware,train
3201,yukda.kvuaiq.dkfjc,yukda.kvuaiq.dkfjc,2,Banking Malware,train
